Topic,Title,Context,date,media,country,Security,Symbol,title_sentiment,context_sentiment,sentiment,day_sentiment,sentiment_cat,day_sent_cat,daybefore,dayafter,dayBefore_sent_cat,dayAfter_sent_cat
Masks,"BNT162b2 COVID-19 vaccine and correlates of humoral immune responses and dynamics: a prospective, single-centre, longitudinal cohort study in health-care workers","ScienceDirectAccess this article on ScienceDirect Linked Articles Leveraging its strong primary health-care system and universal health coverage backed by electronic data systems, well developed surveillance infrastructure, and high community demand, Israel has led a successful national rollout of Pfizer–BioNTech's BNT162b2 mRNA COVID-19 vaccine, achieving high population coverage at a rapid pace. 1 The lessons learned from assessing the rollout have broad relevance. In the Lancet Respiratory Medicine, Yaniv Lustig and colleagues 2 report the findings from their prospective, single-centre cohort study of 2607 nSARS-CoV-2 seronegative health-care workers in Israel (72·2% female, mean age 47·7 years [SD 12·5]) evaluated for their immune responses over 5 weeks following the first vaccine dose",2021-07-03,thelancet.com,Global,Pfizer,PFE,0.0,0.16694444444444445,0.08347222222222223,0.0677070707070707,positive,positive,2021-07-02,2021-07-04,0.01193732782369146,0.11856363636363636
Shortages,Argentina's slow Covid-19 vaccination pressures government amid economic crisis,"RIO DE JANEIRO, BRAZIL - Argentina is suffering a severe economic crisis. But the highly inflamed political debate revolves around something even more urgent: the shortage of vaccines against Covid-19. And particularly Pfizer's, which for the time being has not reached the country. ""Control your obsession with the Pfizer vaccine,""",2021-07-04,riotimesonline.com,Global,Pfizer,PFE,-0.05000000000000002,0.2053333333333333,0.07766666666666665,0.11856363636363636,positive,positive,2021-07-03,2021-07-05,0.0677070707070707,0.0325
Cases,"Big cats, bears, ferrets get COVID-19 vaccine at Oakland Zoo","The San Diego Zoo started inoculating primates in January after a COVID-19 breakout among a troop of gorillas at its Safari Park. Great apes share 98% of their DNA with humans and are especially susceptible, as are felines. Confirmed coronavirus cases include gorillas, tigers and lions at zoos, and domestic cats and dogs.",2021-07-04,clickondetroit.com,Global,,,0.0,0.30000000000000004,0.15000000000000002,0.11856363636363636,positive,positive,2021-07-03,2021-07-05,0.0677070707070707,0.0325
Cases,Why getting a COVID-19 vaccination is a patriotic act,"Delta variant heightens danger The delta variant is spreading rapidly throughout the United States and now accounts for more than 25% of new coronavirus cases. In countries like the United Kingdom, where the delta variant has become dominant, cases are rising. A higher number of unvaccinated people increases the risk of a worst-case scenario in which a variant emerges that can infect and kill those who have already been vaccinated.",2021-07-04,usatoday.com,Global,,,0.0,0.29545454545454547,0.14772727272727273,0.11856363636363636,positive,positive,2021-07-03,2021-07-05,0.0677070707070707,0.0325
Cases,The Latest: Guam launching COVID-19 vaccine tourism program,"The state has had 346,180 cases since the pandemic began last year. The state's active cases, meaning ones that don't include people who have died or recovered, rose by 251 to 2,570. The state's COVID-19 deaths rose by eight to 5,884.",2021-07-04,apnews.com,Global,,,0.5,0.26666666666666666,0.3833333333333333,0.11856363636363636,positive,positive,2021-07-03,2021-07-05,0.0677070707070707,0.0325
Covid19,Interview: The women behind the Oxford/AstraZeneca covid-19 vaccine," By Clare Wilson Sarah Gilbert and Catherine Green stand outside the University of Oxford / Sarah Gilbert and Catherine Green outside the University of Oxford Lewis Khan The Oxford/AstraZeneca vaccine has been crucial for fighting covid-19 in the UK and many low-income countries. The unprecedented speed of its manufacture was only possible because the technology underpinning it had been in development for years before the pandemic struck, by a team of scientists at the University of Oxford. The research was led by Sarah Gilbert, working alongside a team including Teresa Lambe, who helped design the vaccine's genetic code, and Catherine Green, who helped manufacture the first batches of …",2021-07-04,newscientist.com,Global,,,-0.4,0.06818181818181818,-0.16590909090909092,0.11856363636363636,negative,positive,2021-07-03,2021-07-05,0.0677070707070707,0.0325
Covid19,Indian company gets manufacturing license for Russia's COVID-19 vaccine Sputnik V - Xinhua,"Video PlayerClose MUMBAI, July 4 (Xinhua) -- India's Panacea Biotec has received manufacturing license to produce Russia's COVID-19 vaccine, Sputnik V, the company said Sunday. The license was granted by India's drug regulator pursuant to Panacea Biotec's collaboration with Russian Direct Investment Fund, the sovereign wealth fund. Earlier in May, the batches of vaccine were produced at Panacea Biotec's facilities in India and were shipped to the Gamaleya Center in Russia for quality control and they have successfully cleared all quality parameters both in Russia as well as in India, the company said.",2021-07-05,xinhuanet.com,Global,,,0.0,0.15,0.075,0.0325,positive,positive,2021-07-04,2021-07-06,0.11856363636363636,0.10879919323101139
Covid19,U.S. administers 330.6 million doses of COVID-19 vaccines,"(Reuters) - The United States has administered 330,604,253 doses of COVID-19 vaccines in the country as of Sunday morning and distributed 383,068,740 doses, the U.S. Centers for Disease Control and Prevention said. Those figures are up from the 329,970,551 vaccine doses the CDC said had gone into arms by July 3 out of 383,067,560 doses delivered. The agency said 182,412,776 people had received at least one dose while 157,323,738 people are fully vaccinated as of Sunday.",2021-07-05,investing.com,Global,,,0.0,-0.3,-0.15,0.0325,negative,positive,2021-07-04,2021-07-06,0.11856363636363636,0.10879919323101139
Cases,Vietnam's Covid-19 vaccine strategy: speeding up vaccinations with 1 million doses per day,"Even if you are vaccinated, you still have to pay attention and strictly follow the vaccine + 5k recommendation of the Ministry of Health. Chiến lược vắc xin Covid-19 của Việt Nam: Đẩy nhanh tiêm 1 triệu liều/ngày Q: Ho Chi Minh City recently vaccinated more than 400,000 people within three days and recorded over 1,100 cases of anaphylaxis, including 15 cases of grade 3 and 2 cases of grade 4. How is this ratio compared to the world's?",2021-07-05,vietnamnet.vn,Viet Nam,,,0.0,0.25,0.125,0.0325,positive,positive,2021-07-04,2021-07-06,0.11856363636363636,0.10879919323101139
Cases,Kazakhstan considers exporting its QazVac COVID-19 vaccine,"And the number of vaccinated people is growing daily. We say that when residents are vaccinated with the first component, the immunity from the virus increases by 80 percent,"" said Tsoy. Overall, there have been 381,907 registered cases of coronavirus infection since the first case was reported in Kazakhstan on March 13, 2020. The country is currently classified in the yellow zone concerning the epidemiological situation.",2021-07-05,eureporter.co,Colombia,,,0.0,0.08333333333333333,0.041666666666666664,0.0325,positive,positive,2021-07-04,2021-07-06,0.11856363636363636,0.10879919323101139
Cases,Vaccinating Michigan: The progress of the COVID-19 vaccine rollout,"Although a majority of states have released information on the race and ethnicity of people receiving vaccines, Michigan has not. Michigan has released data on COVID-19 cases and deaths that show a higher percentage of African Americans have died with COVID-19 relative to the state's population. ""At this time we're not giving that information because we do feel it's very incomplete,"" said Lynn Sutfin, a spokeswoman for the state health department in mid-February. The Detroit Free Press, in partnership with Michigan Radio, has submitted a Freedom of Information Act request seeking data about vaccinations by race to the state Department of Health and Human Services.",2021-07-05,sentinel-standard.com,Global,,,0.0,0.1416666666666667,0.07083333333333335,0.0325,positive,positive,2021-07-04,2021-07-06,0.11856363636363636,0.10879919323101139
Ventilators,Who Won the COVID-19 Vaccine Lottery?,"Before COVID-19 made Stephanie a millionaire, it made her scared. Wary, even, of her own husband, Craig, an intensive care nurse coming face to face with contagious patients on ventilators. Given her autoimmune disease, Stephanie shied away from hugging Craig and slept in a guest room. ""Our whole world spun on its side,"" she says.",2021-07-06,5280.com,Global,,,0.0,0.09999999999999999,0.049999999999999996,0.10879919323101139,positive,positive,2021-07-05,2021-07-07,0.0325,0.019376623376623377
Quarantine,DOH: Missed second COVID-19 vaccine dose may still be received within six months,"However, Vergeire pointed out that his numbers were ""estimates and based on certain assumptions."" She added that there are several reasons why some could not get their second dose, like getting infected with the virus, or getting exposed to a COVID-19 patient that would require one to be quarantined. She also noted the experts' recommended vaccination intervals for some vaccine brands being used in the country based on studies conducted.",2021-07-06,cnnphilippines.com:443,Global,,,0.0,0.07142857142857142,0.03571428571428571,0.10879919323101139,positive,positive,2021-07-05,2021-07-07,0.0325,0.019376623376623377
Covid19,J&J's COVID-19 Vaccine Shows Promise Against Delta Variant,"U.S. public health officials have said there is no clinical data to support such a move. ""The data should take center stage as the more-virulent Delta variant drives a global surge in COVID-19 infections and gains ground in the United States,"" Cantor Fitzgerald analyst Louise Chen said. J&J has submitted the data as a preprint to the bioRxiv website, according to a company statement.",2021-07-06,medscape.com,Global,,,0.0,-0.025,-0.0125,0.10879919323101139,negative,positive,2021-07-05,2021-07-07,0.0325,0.019376623376623377
